CustomerID,Recency,Frequency,Monetary,Is_Churned
102450,167,6,10.0,0
102451,133,4,12.0,0
102452,53,2,5.0,0
102453,33,5,9.0,0
102454,463,5,9.0,1
102455,270,4,9.0,0
102456,75,5,7.0,0
102457,59,5,13.0,0
102458,299,5,9.0,1
102459,410,4,6.0,1
102460,231,3,8.0,0
102461,447,3,5.0,1
102462,165,7,8.0,0
102463,388,3,4.0,1
102464,15,6,14.0,0
102465,153,6,8.0,0
102466,176,5,11.0,0
102467,130,6,9.0,0
102468,109,5,17.0,0
102470,11,4,6.0,0
102471,100,3,4.0,0
102472,103,4,10.0,0
102473,12,4,10.0,0
102474,48,4,9.0,0
102475,82,3,3.0,0
102476,181,4,6.0,0
102477,178,4,13.0,0
102478,228,7,14.0,0
102479,29,9,16.0,0
102480,249,4,7.0,0
102481,186,6,18.0,0
102483,164,8,16.0,0
102484,145,5,12.0,0
102485,76,8,16.0,0
102486,576,2,5.0,1
102487,191,6,10.0,0
102488,253,3,5.0,0
102489,7,5,9.0,0
102490,103,6,16.0,0
102491,578,3,4.0,1
102492,19,10,13.0,0
102493,191,8,17.0,0
102494,5,8,17.0,0
102495,342,3,9.0,1
102496,108,4,7.0,0
102497,195,5,7.0,0
102498,163,3,4.0,0
102499,194,5,7.0,0
102500,20,4,6.0,0
102501,367,9,19.0,1
102502,232,3,5.0,0
102503,171,5,11.0,0
102504,391,3,5.0,1
102505,24,5,11.0,0
102506,71,7,15.0,0
102507,34,5,7.0,0
102508,219,4,6.0,0
102509,229,8,11.0,0
102510,474,1,2.0,1
102511,341,5,10.0,1
102512,64,4,12.0,0
102513,207,4,13.0,0
102514,807,1,1.0,1
102515,360,4,7.0,1
102516,22,9,21.0,0
102517,272,7,15.0,0
102518,136,8,13.0,0
102519,95,5,11.0,0
102520,255,5,9.0,0
102521,262,3,5.0,0
102522,100,7,12.0,0
102523,97,3,4.0,0
102524,540,2,5.0,1
102525,186,4,7.0,0
102526,66,3,4.0,0
102527,167,4,5.0,0
102528,210,3,4.0,0
102529,427,3,3.0,1
102530,116,8,11.0,0
102531,247,4,9.0,0
102532,16,9,18.0,0
102533,366,2,4.0,1
102534,356,3,6.0,1
102535,180,5,12.0,0
102536,36,5,13.0,0
102537,478,3,5.0,1
102538,22,8,17.0,0
102539,338,4,6.0,1
102540,35,6,11.0,0
102541,262,6,8.0,0
102542,23,5,10.0,0
102543,267,4,8.0,0
102544,280,5,6.0,0
102545,490,4,9.0,1
102546,71,5,11.0,0
102547,21,9,12.0,0
102548,52,4,4.0,0
102549,72,7,14.0,0
102550,167,2,6.0,0
102551,483,6,15.0,1
102552,232,5,10.0,0
102553,30,7,9.0,0
102554,393,5,8.0,1
102555,16,10,20.0,0
102556,23,5,14.0,0
102557,189,5,10.0,0
102558,63,6,10.0,0
102559,189,4,10.0,0
102560,212,5,9.0,0
102561,187,5,8.0,0
102562,106,10,20.0,0
102563,244,6,10.0,0
102564,220,5,7.0,0
102565,160,2,5.0,0
102566,55,8,14.0,0
102567,205,3,4.0,0
102568,98,8,15.0,0
102569,65,5,11.0,0
102570,266,5,9.0,0
102571,222,2,3.0,0
102572,109,4,9.0,0
102573,172,7,16.0,0
102574,100,5,9.0,0
102575,229,3,6.0,0
102576,194,10,21.0,0
102577,181,4,8.0,0
102578,78,8,18.0,0
102579,420,4,6.0,1
102580,299,2,3.0,1
102581,314,4,4.0,1
102582,211,6,7.0,0
102583,297,3,7.0,1
102584,103,7,19.0,0
102585,137,5,9.0,0
102586,439,7,17.0,1
102587,12,4,6.0,0
102588,157,8,17.0,0
102589,19,7,18.0,0
102590,197,4,9.0,0
102591,150,6,9.0,0
102592,298,5,7.0,1
102593,229,2,3.0,0
102594,47,10,18.0,0
102595,222,6,10.0,0
102596,144,7,13.0,0
102597,93,6,11.0,0
102598,100,6,12.0,0
102599,125,9,19.0,0
102600,250,3,6.0,0
102601,361,5,11.0,1
102602,49,3,7.0,0
102603,269,5,5.0,0
102604,256,4,10.0,0
102605,47,6,9.0,0
102606,26,8,18.0,0
102607,18,9,19.0,0
102608,452,5,12.0,1
102609,787,1,3.0,1
102610,19,5,10.0,0
102611,166,5,11.0,0
102612,306,3,4.0,1
102613,153,4,4.0,0
102614,34,3,6.0,0
102615,664,1,1.0,1
102616,258,5,10.0,0
102617,197,6,9.0,0
102618,169,5,9.0,0
102619,8,3,5.0,0
102620,214,5,10.0,0
102621,326,3,5.0,1
102622,60,10,21.0,0
102623,708,3,5.0,1
102624,367,2,3.0,1
102625,408,6,17.0,1
102626,838,1,1.0,1
102627,202,9,15.0,0
102628,273,5,10.0,0
102629,183,4,5.0,0
102630,78,5,8.0,0
102631,6,6,14.0,0
102632,186,4,6.0,0
102633,208,3,4.0,0
102634,11,2,7.0,0
102635,219,5,8.0,0
102636,120,7,10.0,0
102637,500,4,9.0,1
102638,93,4,11.0,0
102639,416,4,6.0,1
102640,3,6,13.0,0
102641,111,3,7.0,0
102642,567,4,10.0,1
102643,239,5,11.0,0
102644,50,4,9.0,0
102645,63,5,11.0,0
102646,42,5,6.0,0
102647,33,10,20.0,0
102648,79,7,12.0,0
102649,711,2,4.0,1
102650,134,4,9.0,0
102651,211,4,7.0,0
102652,413,4,6.0,1
102653,20,4,4.0,0
102654,167,10,21.0,0
102655,716,4,5.0,1
102656,104,6,12.0,0
102657,53,4,11.0,0
102658,380,1,4.0,1
102659,103,6,12.0,0
102660,53,8,15.0,0
102661,94,4,5.0,0
102662,114,5,13.0,0
102663,282,5,10.0,0
102664,218,6,15.0,0
102665,322,3,8.0,1
102666,272,7,12.0,0
102667,213,4,6.0,0
102668,270,7,12.0,0
102669,89,4,8.0,0
102670,96,3,4.0,0
102671,6,4,6.0,0
102672,57,6,7.0,0
102673,179,5,6.0,0
102674,30,4,10.0,0
102675,234,5,10.0,0
102676,110,7,16.0,0
102677,596,1,1.0,1
102678,227,7,9.0,0
102679,306,4,11.0,1
102680,213,4,4.0,0
102681,81,3,4.0,0
102682,75,6,8.0,0
102683,440,5,9.0,1
102684,130,5,7.0,0
102685,67,7,10.0,0
102686,218,3,6.0,0
102687,393,4,5.0,1
102688,132,4,7.0,0
102689,169,5,7.0,0
102690,754,3,9.0,1
102691,165,4,8.0,0
102692,329,6,8.0,1
102693,69,5,8.0,0
102694,296,4,9.0,1
102695,281,7,10.0,0
102696,228,8,18.0,0
102697,483,3,5.0,1
102698,35,3,3.0,0
102699,103,4,7.0,0
102700,196,6,8.0,0
102701,193,5,8.0,0
102702,306,2,3.0,1
102703,215,7,13.0,0
102704,432,2,5.0,1
102705,300,6,13.0,1
102706,290,5,10.0,1
102707,1,5,10.0,0
102708,83,4,10.0,0
102709,103,3,9.0,0
102710,54,5,14.0,0
102711,106,6,10.0,0
102712,41,4,6.0,0
102713,110,8,8.0,0
102714,154,4,7.0,0
102715,309,3,4.0,1
102716,682,3,5.0,1
102717,47,5,8.0,0
102718,27,3,9.0,0
102719,82,4,5.0,0
102720,134,6,13.0,0
102721,60,6,15.0,0
102722,210,5,8.0,0
102723,186,8,13.0,0
102724,2,4,13.0,0
102725,161,6,15.0,0
102726,110,6,10.0,0
102727,169,2,3.0,0
102728,277,2,3.0,0
102729,417,6,11.0,1
102730,506,3,10.0,1
102731,724,1,4.0,1
102732,126,7,15.0,0
102733,690,2,2.0,1
102734,378,5,7.0,1
102735,154,4,8.0,0
102736,169,5,8.0,0
102737,22,8,15.0,0
102738,15,9,15.0,0
102739,379,4,7.0,1
102740,263,4,5.0,0
102741,181,4,7.0,0
102742,174,8,11.0,0
102743,15,6,11.0,0
102744,799,1,1.0,1
102745,557,4,8.0,1
102746,178,3,8.0,0
102747,278,4,9.0,0
102748,412,2,2.0,1
102749,80,5,14.0,0
102750,129,3,7.0,0
102751,475,5,12.0,1
102752,3,4,7.0,0
102753,188,5,10.0,0
102754,206,4,6.0,0
102755,110,5,9.0,0
102756,238,7,17.0,0
102757,163,4,5.0,0
102758,119,6,9.0,0
102759,14,8,18.0,0
102760,389,3,4.0,1
102761,67,6,8.0,0
102762,64,5,9.0,0
102763,142,5,8.0,0
102764,406,7,9.0,1
102765,430,2,5.0,1
102766,283,5,11.0,0
102767,169,6,12.0,0
102768,69,5,10.0,0
102769,84,6,14.0,0
102770,418,5,7.0,1
102771,158,9,18.0,0
102772,299,5,8.0,1
102773,300,7,12.0,1
102774,130,4,8.0,0
102775,219,7,9.0,0
102776,184,12,24.0,0
102777,29,6,13.0,0
102778,96,4,5.0,0
102779,26,9,20.0,0
102780,159,6,8.0,0
102781,95,5,8.0,0
102782,95,6,15.0,0
102783,233,6,14.0,0
102784,295,3,9.0,1
102785,2,6,16.0,0
102786,326,2,3.0,1
102787,230,5,9.0,0
102788,452,3,8.0,1
102789,188,5,9.0,0
102790,111,7,13.0,0
102791,28,5,6.0,0
102792,110,9,19.0,0
102793,31,5,11.0,0
102794,298,7,12.0,1
102795,265,6,13.0,0
102796,26,3,8.0,0
102797,84,6,16.0,0
102798,28,8,16.0,0
102799,242,6,8.0,0
102800,73,7,16.0,0
102801,386,8,20.0,1
102802,148,8,11.0,0
102803,75,3,11.0,0
102804,38,5,6.0,0
102805,233,4,14.0,0
102806,43,2,2.0,0
102807,184,3,4.0,0
102808,368,4,4.0,1
102809,73,6,10.0,0
102810,128,5,10.0,0
102811,34,6,15.0,0
102812,242,2,2.0,0
102813,282,6,9.0,0
102814,191,3,4.0,0
102815,168,3,9.0,0
102816,33,3,7.0,0
102817,521,4,8.0,1
102818,102,4,8.0,0
102819,90,6,13.0,0
102820,341,9,16.0,1
102821,22,6,11.0,0
102822,18,7,15.0,0
102823,295,1,1.0,1
102824,454,5,7.0,1
102825,199,4,6.0,0
102826,207,6,11.0,0
102827,239,9,16.0,0
102828,144,5,7.0,0
102829,234,8,13.0,0
102830,123,4,6.0,0
102831,47,8,11.0,0
102832,587,2,2.0,1
102833,68,7,15.0,0
102834,150,4,6.0,0
102835,321,2,2.0,1
102836,24,5,7.0,0
102837,282,5,7.0,0
102838,390,2,5.0,1
102839,71,10,14.0,0
102840,446,7,12.0,1
102841,143,2,3.0,0
102842,372,6,11.0,1
102843,269,6,13.0,0
102844,4,5,6.0,0
102845,215,6,7.0,0
102846,285,6,12.0,0
102847,98,5,7.0,0
102848,35,6,11.0,0
102849,181,5,13.0,0
102850,229,4,9.0,0
102851,27,6,6.0,0
102852,120,8,20.0,0
102853,339,4,9.0,1
102854,273,6,10.0,0
102855,191,7,15.0,0
102856,84,7,11.0,0
102857,17,6,9.0,0
102858,361,6,12.0,1
102859,131,6,7.0,0
102860,372,3,5.0,1
102861,121,4,10.0,0
102862,94,5,14.0,0
102863,331,3,5.0,1
102864,444,3,5.0,1
102865,544,2,3.0,1
102866,81,6,12.0,0
102867,30,4,5.0,0
102868,186,5,7.0,0
102869,177,6,11.0,0
102870,40,3,5.0,0
102871,284,4,5.0,0
102872,109,5,10.0,0
102873,332,3,5.0,1
102874,72,5,8.0,0
102875,263,6,10.0,0
102876,277,5,8.0,0
102877,167,4,11.0,0
102878,375,2,4.0,1
102879,150,4,8.0,0
102880,5,4,11.0,0
102881,64,5,11.0,0
102882,75,4,6.0,0
102883,515,2,3.0,1
102884,28,10,15.0,0
102885,380,3,8.0,1
102886,54,5,10.0,0
102887,92,5,6.0,0
102888,60,8,14.0,0
102889,234,2,2.0,0
102890,320,5,8.0,1
102891,2,6,9.0,0
102892,181,10,18.0,0
102893,281,5,8.0,0
102894,17,2,5.0,0
102895,30,5,10.0,0
102896,544,2,3.0,1
102897,58,9,13.0,0
102898,185,4,8.0,0
102899,246,5,11.0,0
102900,140,1,1.0,0
102901,344,6,8.0,1
102902,297,2,3.0,1
102903,241,6,7.0,0
102904,129,4,5.0,0
102905,269,4,8.0,0
102906,124,4,9.0,0
102907,217,6,12.0,0
102908,94,5,13.0,0
102909,40,7,14.0,0
102910,249,3,6.0,0
102911,63,7,11.0,0
102912,190,7,15.0,0
102913,176,5,9.0,0
102914,46,6,16.0,0
102915,323,4,5.0,1
102916,57,3,10.0,0
102917,285,4,7.0,0
102918,210,3,5.0,0
102919,96,7,12.0,0
102920,30,7,12.0,0
102921,4,7,11.0,0
102922,63,6,10.0,0
102923,40,3,3.0,0
102924,249,5,14.0,0
102925,242,5,13.0,0
102926,221,4,8.0,0
102927,30,8,12.0,0
102928,11,5,9.0,0
102929,364,6,12.0,1
102930,196,2,3.0,0
102931,193,2,6.0,0
102932,25,7,16.0,0
102933,42,5,16.0,0
102934,335,3,7.0,1
102935,9,9,14.0,0
102936,19,3,7.0,0
102937,1,4,5.0,0
102938,113,5,13.0,0
102939,462,4,7.0,1
102940,113,6,10.0,0
102941,226,5,16.0,0
102942,263,3,8.0,0
102943,154,4,9.0,0
102944,162,11,18.0,0
102945,70,5,11.0,0
102946,152,5,10.0,0
102947,191,7,8.0,0
102948,29,11,19.0,0
102949,10,7,10.0,0
102950,150,7,14.0,0
102951,30,3,6.0,0
102952,153,3,7.0,0
102953,28,5,10.0,0
102954,49,4,12.0,0
102955,7,4,11.0,0
102956,18,5,9.0,0
102957,3,7,11.0,0
102958,2,1,2.0,0
102959,156,5,7.0,0
102960,70,7,9.0,0
102961,544,4,5.0,1
102962,428,3,5.0,1
102963,420,3,7.0,1
102964,46,8,18.0,0
102965,248,3,4.0,0
102966,730,2,5.0,1
102967,13,5,11.0,0
102968,171,4,7.0,0
102969,18,11,20.0,0
102970,115,4,8.0,0
102971,297,6,8.0,1
102972,526,2,4.0,1
102973,144,5,11.0,0
102974,640,1,3.0,1
102975,33,3,5.0,0
102976,146,4,6.0,0
102977,198,5,10.0,0
102978,371,3,4.0,1
102979,10,5,14.0,0
102980,412,3,3.0,1
102981,73,5,9.0,0
102982,47,8,17.0,0
102983,93,2,3.0,0
102984,585,4,9.0,1
102985,263,3,5.0,0
102986,237,4,6.0,0
102987,526,2,4.0,1
102988,266,4,8.0,0
102989,201,9,19.0,0
102990,157,7,12.0,0
102991,29,7,15.0,0
102992,188,3,4.0,0
102993,329,3,6.0,1
102994,314,3,5.0,1
102995,265,3,7.0,0
102996,51,5,10.0,0
102997,225,6,9.0,0
102998,251,4,4.0,0
102999,131,8,10.0,0
103000,244,6,11.0,0
103001,286,5,10.0,0
103002,96,9,15.0,0
103003,63,7,13.0,0
103004,427,4,8.0,1
103005,42,5,7.0,0
103006,167,7,10.0,0
103007,357,4,6.0,1
103008,272,3,5.0,0
103009,432,5,11.0,1
103010,262,6,16.0,0
103011,26,3,5.0,0
103012,167,7,11.0,0
103013,279,7,12.0,0
103014,56,6,12.0,0
103015,216,4,9.0,0
103016,31,3,5.0,0
103017,257,4,6.0,0
103018,19,2,5.0,0
103019,26,10,23.0,0
103020,233,6,13.0,0
103021,217,3,7.0,0
103022,14,4,6.0,0
103023,16,4,9.0,0
103024,113,5,9.0,0
103025,254,8,14.0,0
103026,52,5,13.0,0
103027,295,5,7.0,1
103028,542,1,1.0,1
103029,301,4,6.0,1
103030,498,2,6.0,1
103031,45,8,12.0,0
103032,124,5,11.0,0
103033,53,10,19.0,0
103034,33,4,7.0,0
103035,5,6,8.0,0
103036,127,4,6.0,0
103037,266,3,9.0,0
103038,217,3,3.0,0
103039,293,7,14.0,1
103040,283,3,7.0,0
103041,395,3,4.0,1
103042,196,2,5.0,0
103043,18,5,9.0,0
103044,142,8,14.0,0
103045,301,3,8.0,1
103046,714,2,2.0,1
103047,64,10,25.0,0
103048,514,3,5.0,1
103049,144,4,8.0,0
103050,6,5,7.0,0
103051,181,4,6.0,0
103052,736,2,2.0,1
103053,119,6,9.0,0
103054,168,2,4.0,0
103055,431,3,5.0,1
103056,169,2,4.0,0
103057,738,1,5.0,1
103058,312,8,15.0,1
103059,156,7,14.0,0
103060,4,5,10.0,0
103061,73,3,5.0,0
103062,48,8,12.0,0
103063,204,3,5.0,0
103064,106,4,6.0,0
103065,445,7,12.0,1
103066,168,6,8.0,0
103067,37,4,6.0,0
103068,282,8,15.0,0
103069,167,6,13.0,0
103070,17,6,8.0,0
103071,282,3,4.0,0
103072,329,6,11.0,1
103073,254,3,7.0,0
103074,45,8,19.0,0
103075,272,4,7.0,0
103076,19,8,17.0,0
103077,109,7,12.0,0
103078,128,3,4.0,0
103079,182,9,19.0,0
103080,41,8,15.0,0
103081,266,4,9.0,0
103082,215,8,14.0,0
103083,106,4,7.0,0
103084,110,6,8.0,0
103085,546,2,5.0,1
103086,214,8,14.0,0
103087,207,2,4.0,0
103088,65,6,11.0,0
103089,257,5,10.0,0
103090,87,5,8.0,0
103091,33,4,6.0,0
103092,577,3,8.0,1
103093,115,3,7.0,0
103094,13,6,11.0,0
103095,132,1,2.0,0
103096,21,9,13.0,0
103097,187,7,16.0,0
103098,275,3,4.0,0
103099,44,2,4.0,0
103100,55,2,2.0,0
103101,245,5,8.0,0
103102,282,6,13.0,0
103103,104,5,13.0,0
103104,53,6,18.0,0
103105,325,3,5.0,1
103106,127,6,11.0,0
103107,130,5,9.0,0
103108,89,4,9.0,0
103109,42,3,8.0,0
103110,319,4,7.0,1
103111,307,6,17.0,1
103112,163,3,5.0,0
103113,295,6,12.0,1
103114,160,2,3.0,0
103115,816,2,4.0,1
103116,270,6,7.0,0
103117,406,3,7.0,1
103118,294,4,8.0,1
103119,171,2,6.0,0
103120,258,2,4.0,0
103121,159,4,9.0,0
103122,14,4,8.0,0
103123,51,7,11.0,0
103124,59,9,19.0,0
103125,313,5,5.0,1
103126,11,5,8.0,0
103127,393,4,9.0,1
103128,78,6,22.0,0
103129,11,9,21.0,0
103130,181,9,20.0,0
103131,183,5,13.0,0
103132,184,6,15.0,0
103133,166,11,18.0,0
103134,206,2,7.0,0
103135,178,7,18.0,0
103136,482,6,10.0,1
103137,38,6,11.0,0
103138,4,3,5.0,0
103139,83,7,13.0,0
103140,155,6,9.0,0
103141,164,7,15.0,0
103142,468,4,9.0,1
103143,89,6,11.0,0
103144,4,3,6.0,0
103145,588,3,7.0,1
103146,167,12,25.0,0
103147,63,4,6.0,0
103148,51,7,15.0,0
103149,173,4,5.0,0
103150,49,7,13.0,0
103151,5,8,14.0,0
103152,144,10,16.0,0
103153,84,4,6.0,0
103154,266,9,16.0,0
103155,26,6,10.0,0
103156,270,12,27.0,0
103157,83,4,6.0,0
103158,374,1,1.0,1
103159,715,2,4.0,1
103160,57,8,16.0,0
103161,227,6,14.0,0
103162,401,2,4.0,1
103163,254,8,15.0,0
103164,216,5,14.0,0
103165,207,9,13.0,0
103166,244,4,6.0,0
103167,565,2,6.0,1
103168,234,5,8.0,0
103169,9,9,18.0,0
103170,373,3,6.0,1
103171,228,6,11.0,0
103172,217,4,5.0,0
103173,419,3,7.0,1
103174,99,6,12.0,0
103175,83,6,15.0,0
103176,262,6,10.0,0
103177,344,4,5.0,1
103178,191,5,7.0,0
103179,24,4,8.0,0
103180,22,5,10.0,0
103181,215,9,15.0,0
103182,97,4,8.0,0
103183,287,3,7.0,1
103184,365,2,4.0,1
103185,74,2,2.0,0
103186,37,6,14.0,0
103187,305,5,7.0,1
103188,34,8,13.0,0
103189,94,9,17.0,0
103190,365,4,4.0,1
103191,347,4,11.0,1
103192,11,4,7.0,0
103193,225,3,6.0,0
103194,218,4,8.0,0
103195,104,3,6.0,0
103196,81,3,6.0,0
103197,222,7,14.0,0
103198,239,6,8.0,0
103199,104,6,16.0,0
103200,111,7,18.0,0
103201,379,2,3.0,1
103202,179,5,8.0,0
103203,123,3,5.0,0
103204,201,3,5.0,0
103205,36,4,13.0,0
103206,131,6,13.0,0
103207,24,11,19.0,0
103208,64,4,12.0,0
103209,109,2,4.0,0
103210,387,2,3.0,1
103211,239,4,9.0,0
103212,211,4,7.0,0
103213,195,4,7.0,0
103214,76,6,10.0,0
103215,108,7,21.0,0
103216,38,5,5.0,0
103217,297,4,7.0,1
103218,90,4,8.0,0
103219,81,5,11.0,0
103220,66,4,6.0,0
103221,404,4,8.0,1
103222,277,5,8.0,0
103223,44,7,16.0,0
103224,319,4,5.0,1
103225,393,4,9.0,1
103226,414,6,21.0,1
103227,190,3,6.0,0
103228,238,7,13.0,0
103229,127,4,6.0,0
103230,2,4,8.0,0
103231,576,3,7.0,1
103232,311,4,6.0,1
103233,4,9,15.0,0
103234,504,1,3.0,1
103235,150,6,12.0,0
103236,365,2,3.0,1
103237,419,3,6.0,1
103238,87,3,4.0,0
103239,111,5,9.0,0
103240,280,1,1.0,0
103241,70,6,9.0,0
103242,72,8,18.0,0
103243,223,4,7.0,0
103244,309,6,13.0,1
103245,426,2,2.0,1
103246,173,8,13.0,0
103247,69,4,6.0,0
103248,29,8,13.0,0
103249,108,5,4.0,0
103250,259,8,12.0,0
103251,180,7,18.0,0
103252,121,3,6.0,0
103253,150,7,17.0,0
103254,25,4,10.0,0
103255,52,7,11.0,0
103256,476,9,13.0,1
103257,657,2,4.0,1
103258,159,7,13.0,0
103259,188,4,4.0,0
103260,58,5,12.0,0
103261,569,1,1.0,1
103262,18,2,3.0,0
103263,109,9,16.0,0
103264,137,3,8.0,0
103265,307,5,6.0,1
103266,310,8,14.0,1
103267,47,5,11.0,0
103268,148,10,14.0,0
103269,414,4,8.0,1
103270,73,5,10.0,0
103271,42,8,17.0,0
103272,44,2,3.0,0
103273,141,3,5.0,0
103274,58,6,11.0,0
103275,452,2,7.0,1
103276,162,1,1.0,0
103277,116,9,18.0,0
103278,163,11,21.0,0
103279,37,8,17.0,0
103280,4,4,11.0,0
103281,32,6,9.0,0
103282,52,7,12.0,0
103283,103,5,13.0,0
103284,7,10,23.0,0
103285,186,9,19.0,0
103286,410,3,4.0,1
103287,108,7,14.0,0
103288,24,7,15.0,0
103289,225,9,20.0,0
103290,26,8,9.0,0
103291,48,3,5.0,0
103292,65,6,9.0,0
103293,225,3,3.0,0
103294,268,5,9.0,0
103295,51,4,5.0,0
103296,444,2,2.0,1
103297,157,3,4.0,0
103298,351,5,13.0,1
103299,266,3,4.0,0
103300,165,12,29.0,0
103301,116,2,7.0,0
103302,250,6,8.0,0
103303,16,7,13.0,0
103304,216,8,15.0,0
103305,71,4,8.0,0
103306,207,4,9.0,0
103307,150,3,8.0,0
103308,152,2,5.0,0
103309,105,8,12.0,0
103310,40,10,14.0,0
103311,241,8,13.0,0
103312,416,6,8.0,1
103313,15,10,17.0,0
103314,6,5,6.0,0
103315,47,3,5.0,0
103316,95,3,5.0,0
103317,180,4,9.0,0
103318,17,8,12.0,0
103319,311,7,17.0,1
103320,153,4,7.0,0
103321,179,5,11.0,0
103322,192,7,13.0,0
103323,714,3,6.0,1
103324,21,7,15.0,0
103325,217,6,9.0,0
103326,403,5,8.0,1
103327,47,6,13.0,0
103328,360,9,20.0,1
103329,139,6,9.0,0
103330,192,6,12.0,0
103331,8,2,3.0,0
103332,131,6,13.0,0
103333,113,6,7.0,0
103335,206,5,8.0,0
103336,175,7,9.0,0
103337,376,4,10.0,1
103338,157,6,15.0,0
103339,71,7,13.0,0
103340,369,3,6.0,1
103341,305,5,9.0,1
103342,166,5,11.0,0
103343,25,5,10.0,0
103344,24,7,9.0,0
103345,286,4,3.0,0
103346,20,9,18.0,0
103347,388,2,5.0,1
103348,2,6,12.0,0
103349,7,7,12.0,0
103350,288,5,7.0,1
103351,200,4,8.0,0
103352,122,4,9.0,0
103353,684,1,1.0,1
103354,22,4,10.0,0
103355,664,2,4.0,1
103356,316,8,16.0,1
103357,275,7,13.0,0
103358,162,6,11.0,0
103359,178,4,7.0,0
103360,372,7,14.0,1
103361,119,2,3.0,0
103362,344,7,12.0,1
103363,32,6,9.0,0
103364,166,11,17.0,0
103365,366,2,5.0,1
103366,182,8,17.0,0
103367,351,3,4.0,1
103368,161,2,3.0,0
103369,48,8,18.0,0
103370,57,10,23.0,0
103371,54,6,11.0,0
103372,206,2,4.0,0
103373,61,7,12.0,0
103374,88,5,6.0,0
103375,212,3,9.0,0
103376,285,4,8.0,0
103377,291,7,11.0,1
103378,157,6,14.0,0
103379,529,3,4.0,1
103380,431,3,9.0,1
103381,452,4,7.0,1
103382,271,4,5.0,0
103383,238,8,21.0,0
103384,174,4,7.0,0
103385,183,4,12.0,0
103386,351,12,18.0,1
103387,562,3,5.0,1
103388,285,3,6.0,0
103389,483,3,4.0,1
103390,348,3,11.0,1
103391,290,7,16.0,1
103392,111,5,6.0,0
103393,4,4,7.0,0
103394,66,8,15.0,0
103395,170,5,9.0,0
103396,211,6,7.0,0
103397,36,7,11.0,0
103398,193,5,7.0,0
103399,246,7,13.0,0
103400,138,2,3.0,0
103401,423,3,5.0,1
103402,14,4,8.0,0
103403,375,6,7.0,1
103404,285,6,13.0,0
103405,136,4,7.0,0
103406,283,2,2.0,0
103407,176,3,6.0,0
103408,34,4,5.0,0
103409,164,4,7.0,0
103410,169,8,19.0,0
103411,573,4,5.0,1
103412,463,5,10.0,1
103413,489,3,7.0,1
103414,269,4,5.0,0
103415,117,4,12.0,0
103416,276,4,10.0,0
103417,33,8,13.0,0
103418,368,3,5.0,1
103419,365,3,8.0,1
103420,28,2,4.0,0
103421,63,6,14.0,0
103422,231,3,3.0,0
103423,45,8,21.0,0
103424,320,6,9.0,1
103425,31,7,14.0,0
103426,194,5,12.0,0
103427,32,4,6.0,0
103428,308,3,9.0,1
103429,101,3,5.0,0
103430,289,4,9.0,1
103432,106,6,14.0,0
103433,109,3,10.0,0
103434,273,5,14.0,0
103435,426,4,9.0,1
103436,7,4,8.0,0
103437,175,8,19.0,0
103438,616,4,9.0,1
103439,67,7,18.0,0
103440,172,6,8.0,0
103441,65,6,14.0,0
103442,175,5,10.0,0
103443,82,11,20.0,0
103444,328,3,9.0,1
103445,106,3,3.0,0
103446,170,5,8.0,0
103447,12,4,6.0,0
103448,694,3,7.0,1
103449,481,3,7.0,1
103450,286,3,4.0,0
103451,48,3,7.0,0
103452,163,6,12.0,0
103453,163,8,10.0,0
103454,143,4,4.0,0
103455,41,6,9.0,0
103456,179,5,9.0,0
103457,192,5,10.0,0
103458,149,4,14.0,0
103459,157,8,19.0,0
103460,98,6,7.0,0
103461,117,8,17.0,0
103462,51,4,6.0,0
103463,637,3,3.0,1
103464,155,5,12.0,0
103465,629,2,3.0,1
103466,218,4,6.0,0
103467,83,5,9.0,0
103468,186,3,5.0,0
103469,253,5,7.0,0
103470,136,5,7.0,0
103471,52,5,12.0,0
103472,44,7,8.0,0
103473,200,5,14.0,0
103474,146,7,10.0,0
103475,46,6,9.0,0
103476,47,4,7.0,0
103477,168,5,8.0,0
103478,25,3,7.0,0
103479,391,3,5.0,1
103480,261,3,6.0,0
103481,236,4,9.0,0
103482,19,6,10.0,0
103483,2,6,10.0,0
103484,258,6,8.0,0
103485,68,4,9.0,0
103486,45,6,10.0,0
103487,227,8,13.0,0
103488,171,2,2.0,0
103489,18,5,11.0,0
103490,308,4,10.0,1
103491,48,12,23.0,0
103492,444,4,10.0,1
103493,245,5,8.0,0
103494,228,5,8.0,0
103495,14,3,7.0,0
103496,92,7,15.0,0
103497,191,5,7.0,0
103498,193,5,10.0,0
103499,68,10,25.0,0
103500,400,3,10.0,1
103501,49,4,8.0,0
103502,36,5,6.0,0
103503,13,4,8.0,0
103504,311,3,5.0,1
103505,281,4,6.0,0
103506,535,3,3.0,1
103507,160,4,8.0,0
103508,54,7,8.0,0
103509,2,4,6.0,0
103510,191,4,7.0,0
103511,287,7,13.0,1
103512,58,3,6.0,0
103513,34,3,3.0,0
103514,155,6,9.0,0
103515,246,3,6.0,0
103516,39,7,12.0,0
103517,171,6,13.0,0
103518,275,7,8.0,0
103519,92,6,6.0,0
103520,95,5,12.0,0
103521,274,2,2.0,0
103522,86,3,3.0,0
103523,115,7,16.0,0
103524,67,4,5.0,0
103525,17,5,10.0,0
103526,376,3,6.0,1
103527,375,4,11.0,1
